permission_name,manifest_path,manifest_type,permissionGroup,protectionLevel,permissionFlags
com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS,frameworks/base/packages/PrintSpooler/AndroidManifest.xml,package,,signature,
android.permission.START_PRINT_SERVICE_CONFIG_ACTIVITY,frameworks/base/packages/PrintSpooler/AndroidManifest.xml,package,,signature,
com.android.frameworks.coretests.permission.TEST_GRANTED,frameworks/base/core/tests/coretests/AndroidManifest.xml,test,,normal,
com.android.frameworks.coretests.permission.TEST_DENIED,frameworks/base/core/tests/coretests/AndroidManifest.xml,test,,normal,
com.android.frameworks.coretests.NORMAL,frameworks/base/core/tests/coretests/apks/install_decl_perm/AndroidManifest.xml,test,android.permission-group.COST_MONEY,normal,
com.android.frameworks.coretests.DANGEROUS,frameworks/base/core/tests/coretests/apks/install_decl_perm/AndroidManifest.xml,test,android.permission-group.COST_MONEY,dangerous,
com.android.frameworks.coretests.SIGNATURE,frameworks/base/core/tests/coretests/apks/install_decl_perm/AndroidManifest.xml,test,android.permission-group.COST_MONEY,signature,
test_permission,frameworks/base/core/tests/coretests/apks/install_complete_package_info/AndroidManifest.xml,test,,normal,
com.android.frameworks.coretests.keysets_permdef.keyset_perm,frameworks/base/core/tests/coretests/apks/keyset/permDef/AndroidManifest.xml,test,,signature,
android.permission.READ_CONTACTS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.CONTACTS,dangerous,
android.permission.WRITE_CONTACTS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.CONTACTS,dangerous,
android.permission.READ_CALENDAR,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.CALENDAR,dangerous,
android.permission.WRITE_CALENDAR,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.CALENDAR,dangerous,
android.permission.SEND_SMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SMS,dangerous,costsMoney
android.permission.RECEIVE_SMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SMS,dangerous,
android.permission.READ_SMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SMS,dangerous,
android.permission.RECEIVE_WAP_PUSH,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SMS,dangerous,
android.permission.RECEIVE_MMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SMS,dangerous,
android.permission.READ_CELL_BROADCASTS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SMS,dangerous,
android.permission.READ_EXTERNAL_STORAGE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.STORAGE,dangerous,
android.permission.WRITE_EXTERNAL_STORAGE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.STORAGE,dangerous,
android.permission.ACCESS_FINE_LOCATION,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.LOCATION,dangerous,
android.permission.ACCESS_COARSE_LOCATION,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.LOCATION,dangerous,
android.permission.READ_PHONE_STATE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PHONE,dangerous,
android.permission.CALL_PHONE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PHONE,dangerous,costsMoney
android.permission.ACCESS_IMS_CALL_SERVICE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PHONE,signature|system,
android.permission.READ_CALL_LOG,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PHONE,dangerous,
android.permission.WRITE_CALL_LOG,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PHONE,dangerous,
com.android.voicemail.permission.ADD_VOICEMAIL,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PHONE,dangerous,
android.permission.USE_SIP,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PHONE,dangerous,
android.permission.PROCESS_OUTGOING_CALLS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PHONE,dangerous,
android.permission.RECORD_AUDIO,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.MICROPHONE,dangerous,
android.permission.CAMERA,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.CAMERA,dangerous,
android.permission.BODY_SENSORS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SENSORS,dangerous,
android.permission.USE_FINGERPRINT,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SENSORS,normal,
android.permission.READ_PROFILE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.WRITE_PROFILE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.READ_SOCIAL_STREAM,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.WRITE_SOCIAL_STREAM,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.READ_USER_DICTIONARY,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.WRITE_USER_DICTIONARY,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.WRITE_SMS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
com.android.browser.permission.READ_HISTORY_BOOKMARKS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
com.android.browser.permission.WRITE_HISTORY_BOOKMARKS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.AUTHENTICATE_ACCOUNTS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.MANAGE_ACCOUNTS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.USE_CREDENTIALS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.SUBSCRIBED_FEEDS_READ,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.SUBSCRIBED_FEEDS_WRITE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,hidden
android.permission.SEND_RESPOND_VIA_MESSAGE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.CARRIER_FILTER_SMS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.RECEIVE_EMERGENCY_BROADCAST,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.RECEIVE_BLUETOOTH_MAP,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.BIND_DIRECTORY_SEARCH,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.MODIFY_CELL_BROADCASTS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|system,
com.android.alarm.permission.SET_ALARM,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
com.android.voicemail.permission.WRITE_VOICEMAIL,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
com.android.voicemail.permission.READ_VOICEMAIL,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.INSTALL_LOCATION_PROVIDER,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.HDMI_CEC,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.LOCATION_HARDWARE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.ACCESS_MOCK_LOCATION,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.INTERNET,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.ACCESS_NETWORK_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.ACCESS_WIFI_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.CHANGE_WIFI_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.READ_WIFI_CREDENTIAL,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.RECEIVE_WIFI_CREDENTIAL_CHANGE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.OVERRIDE_WIFI_CONFIG,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.ACCESS_WIMAX_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.CHANGE_WIMAX_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.SCORE_NETWORKS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.BLUETOOTH,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.BLUETOOTH_ADMIN,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.BLUETOOTH_PRIVILEGED,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.BLUETOOTH_MAP,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.BLUETOOTH_STACK,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.NFC,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.CONNECTIVITY_INTERNAL,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.PACKET_KEEPALIVE_OFFLOAD,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.RECEIVE_DATA_ACTIVITY_CHANGE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.LOOP_RADIO,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.NFC_HANDOVER_STATUS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.GET_ACCOUNTS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.CONTACTS,dangerous,
android.permission.ACCOUNT_MANAGER,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.CHANGE_WIFI_MULTICAST_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.VIBRATE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.FLASHLIGHT,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.WAKE_LOCK,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.TRANSMIT_IR,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.MODIFY_AUDIO_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.MANAGE_USB,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.ACCESS_MTP,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.HARDWARE_TEST,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.ACCESS_FM_RADIO,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.NET_ADMIN,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.REMOTE_AUDIO_PLAYBACK,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.TV_INPUT_HARDWARE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.CAPTURE_TV_INPUT,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.DVB_DEVICE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.OEM_UNLOCK_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.ACCESS_PDB_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.NOTIFY_PENDING_SYSTEM_UPDATE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.CAMERA_DISABLE_TRANSMIT_LED,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.CAMERA_SEND_SYSTEM_EVENTS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.MODIFY_PHONE_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.READ_PRECISE_PHONE_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.READ_PRIVILEGED_PHONE_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.REGISTER_SIM_SUBSCRIPTION,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.REGISTER_CALL_PROVIDER,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.REGISTER_CONNECTION_MANAGER,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.BIND_INCALL_SERVICE,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.BIND_CONNECTION_SERVICE,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.BIND_TELECOM_CONNECTION_SERVICE,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.CONTROL_INCALL_EXPERIENCE,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.RECEIVE_STK_COMMANDS,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.WRITE_MEDIA_STORAGE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.MANAGE_DOCUMENTS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.DISABLE_KEYGUARD,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.GET_TASKS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.REAL_GET_TASKS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.START_TASKS_FROM_RECENTS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.INTERACT_ACROSS_USERS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|development,
android.permission.INTERACT_ACROSS_USERS_FULL,frameworks/base/core/res/AndroidManifest.xml,core,,signature|installer,
android.permission.MANAGE_USERS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.MANAGE_PROFILE_AND_DEVICE_OWNERS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.GET_DETAILED_TASKS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.REORDER_TASKS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.REMOVE_TASKS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.MANAGE_ACTIVITY_STACKS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.START_ANY_ACTIVITY,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.RESTART_PACKAGES,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.KILL_BACKGROUND_PROCESSES,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.GET_PACKAGE_IMPORTANCE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.SYSTEM_ALERT_WINDOW,frameworks/base/core/res/AndroidManifest.xml,core,,signature|preinstalled|appop|pre23,
android.permission.SET_WALLPAPER,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.SET_WALLPAPER_HINTS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.SET_TIME,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.SET_TIME_ZONE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.EXPAND_STATUS_BAR,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
com.android.launcher.permission.INSTALL_SHORTCUT,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
com.android.launcher.permission.UNINSTALL_SHORTCUT,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.READ_SYNC_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.WRITE_SYNC_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.READ_SYNC_STATS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.SET_SCREEN_COMPATIBILITY,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.CHANGE_CONFIGURATION,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|development,
android.permission.WRITE_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|preinstalled|appop|pre23,
android.permission.WRITE_GSERVICES,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.FORCE_STOP_PACKAGES,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.RETRIEVE_WINDOW_CONTENT,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.SET_ANIMATION_SCALE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|development,
android.permission.PERSISTENT_ACTIVITY,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.GET_PACKAGE_SIZE,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.SET_PREFERRED_APPLICATIONS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.RECEIVE_BOOT_COMPLETED,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.BROADCAST_STICKY,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.MOUNT_UNMOUNT_FILESYSTEMS,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.MOUNT_FORMAT_FILESYSTEMS,frameworks/base/core/res/AndroidManifest.xml,core,,system|signature,
android.permission.ASEC_ACCESS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.ASEC_CREATE,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.ASEC_DESTROY,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.ASEC_MOUNT_UNMOUNT,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.ASEC_RENAME,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.WRITE_APN_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.CHANGE_NETWORK_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|preinstalled|appop|pre23,
android.permission.CLEAR_APP_CACHE,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.ALLOW_ANY_CODEC_FOR_PLAYBACK,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.MANAGE_CA_CERTIFICATES,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.RECOVERY,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.BIND_JOB_SERVICE,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.UPDATE_CONFIG,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.WRITE_SECURE_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|development,
android.permission.DUMP,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|development,
android.permission.READ_LOGS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|development,
android.permission.SET_DEBUG_APP,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|development,
android.permission.SET_PROCESS_LIMIT,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|development,
android.permission.SET_ALWAYS_FINISH,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|development,
android.permission.SIGNAL_PERSISTENT_PROCESSES,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|development,
android.permission.GET_ACCOUNTS_PRIVILEGED,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.DIAGNOSTIC,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.STATUS_BAR,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.STATUS_BAR_SERVICE,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.FORCE_BACK,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.UPDATE_DEVICE_STATS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.GET_APP_OPS_STATS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|development,
android.permission.UPDATE_APP_OPS_STATS,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged|installer,
android.permission.INTERNAL_SYSTEM_WINDOW,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.MANAGE_APP_TOKENS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.FREEZE_SCREEN,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.INJECT_EVENTS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.FILTER_EVENTS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.RETRIEVE_WINDOW_TOKEN,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.FRAME_STATS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.TEMPORARY_ENABLE_ACCESSIBILITY,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.SET_ACTIVITY_WATCHER,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.SHUTDOWN,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.STOP_APP_SWITCHES,frameworks/base/core/res/AndroidManifest.xml,core,,signature|privileged,
android.permission.GET_TOP_ACTIVITY_INFO,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.READ_INPUT_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.BIND_INPUT_METHOD,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
