permission_name,manifest_path,manifest_type,permissionGroup,protectionLevel,permissionFlags
com.android.launcher.permission.WRITE_SETTINGS,packages/apps/Launcher2/AndroidManifest.xml,package,android.permission-group.SYSTEM_TOOLS,normal,
com.android.im.permission.IM_SERVICE,packages/apps/IM/AndroidManifest.xml,package,android.permission-group.MESSAGES,dangerous,
com.android.providers.imps.permission.READ_ONLY,packages/apps/IM/AndroidManifest.xml,package,android.permission-group.MESSAGES,dangerous,
com.android.providers.imps.permission.WRITE_ONLY,packages/apps/IM/AndroidManifest.xml,package,android.permission-group.MESSAGES,dangerous,
com.android.email.permission.READ_ATTACHMENT,packages/apps/Email/AndroidManifest.xml,package,android.permission-group.MESSAGES,dangerous,
com.android.email.permission.ACCESS_PROVIDER,packages/apps/Email/AndroidManifest.xml,package,,signatureOrSystem,
android.permission.ACCESS_BLUETOOTH_SHARE,packages/apps/Bluetooth/AndroidManifest.xml,package,,signature,
android.app.cts.permission.TEST_GRANTED,cts/tests/AndroidManifest.xml,test,,normal,
com.android.cts.permissionWithSignature,cts/tests/appsecurity-tests/test-apps/PermissionDeclareApp/AndroidManifest.xml,test,,signature,
com.android.unit_tests.permission.TEST_GRANTED,frameworks/base/tests/AndroidTests/AndroidManifest.xml,test,,normal,
com.android.unit_tests.permission.TEST_DENIED,frameworks/base/tests/AndroidTests/AndroidManifest.xml,test,,normal,
android.permission.SEND_SMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.COST_MONEY,dangerous,
android.permission.CALL_PHONE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.COST_MONEY,dangerous,
android.permission.RECEIVE_SMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.MESSAGES,dangerous,
android.permission.RECEIVE_MMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.MESSAGES,dangerous,
android.permission.READ_SMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.MESSAGES,dangerous,
android.permission.WRITE_SMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.MESSAGES,dangerous,
android.permission.RECEIVE_WAP_PUSH,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.MESSAGES,dangerous,
android.permission.READ_CONTACTS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PERSONAL_INFO,dangerous,
android.permission.WRITE_CONTACTS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PERSONAL_INFO,dangerous,
android.permission.READ_OWNER_DATA,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PERSONAL_INFO,dangerous,
android.permission.WRITE_OWNER_DATA,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PERSONAL_INFO,dangerous,
android.permission.READ_CALENDAR,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PERSONAL_INFO,dangerous,
android.permission.WRITE_CALENDAR,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PERSONAL_INFO,dangerous,
android.permission.READ_USER_DICTIONARY,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PERSONAL_INFO,dangerous,
android.permission.WRITE_USER_DICTIONARY,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PERSONAL_INFO,normal,
com.android.browser.permission.READ_HISTORY_BOOKMARKS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PERSONAL_INFO,dangerous,
com.android.browser.permission.WRITE_HISTORY_BOOKMARKS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PERSONAL_INFO,dangerous,
android.permission.ACCESS_FINE_LOCATION,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.LOCATION,dangerous,
android.permission.ACCESS_COARSE_LOCATION,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.LOCATION,dangerous,
android.permission.ACCESS_MOCK_LOCATION,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.LOCATION,dangerous,
android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.LOCATION,normal,
android.permission.INSTALL_LOCATION_PROVIDER,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.INTERNET,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.NETWORK,dangerous,
android.permission.ACCESS_NETWORK_STATE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.NETWORK,normal,
android.permission.ACCESS_WIFI_STATE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.NETWORK,normal,
android.permission.BLUETOOTH,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.NETWORK,dangerous,
android.permission.ACCOUNT_MANAGER,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.ACCOUNTS,signature,
android.permission.GET_ACCOUNTS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.ACCOUNTS,normal,
android.permission.AUTHENTICATE_ACCOUNTS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.ACCOUNTS,dangerous,
android.permission.USE_CREDENTIALS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.ACCOUNTS,dangerous,
android.permission.MANAGE_ACCOUNTS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.ACCOUNTS,dangerous,
android.permission.MODIFY_AUDIO_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.HARDWARE_CONTROLS,dangerous,
android.permission.RECORD_AUDIO,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.HARDWARE_CONTROLS,dangerous,
android.permission.CAMERA,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.HARDWARE_CONTROLS,dangerous,
android.permission.VIBRATE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.HARDWARE_CONTROLS,normal,
android.permission.FLASHLIGHT,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.HARDWARE_CONTROLS,normal,
android.permission.HARDWARE_TEST,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.HARDWARE_CONTROLS,signature,
android.permission.PROCESS_OUTGOING_CALLS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PHONE_CALLS,dangerous,
android.permission.MODIFY_PHONE_STATE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PHONE_CALLS,dangerous,
android.permission.READ_PHONE_STATE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PHONE_CALLS,dangerous,
android.permission.WRITE_EXTERNAL_STORAGE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.STORAGE,dangerous,
android.permission.WRITE_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.WRITE_SECURE_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.WRITE_GSERVICES,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.EXPAND_STATUS_BAR,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,normal,
android.permission.GET_TASKS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.REORDER_TASKS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.CHANGE_CONFIGURATION,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.RESTART_PACKAGES,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.DUMP,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.SYSTEM_ALERT_WINDOW,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.SET_ANIMATION_SCALE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.PERSISTENT_ACTIVITY,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.GET_PACKAGE_SIZE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,normal,
android.permission.SET_PREFERRED_APPLICATIONS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.RECEIVE_BOOT_COMPLETED,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,normal,
android.permission.BROADCAST_STICKY,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,normal,
android.permission.WAKE_LOCK,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.SET_WALLPAPER,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,normal,
android.permission.SET_WALLPAPER_HINTS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,normal,
android.permission.SET_TIME_ZONE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.MOUNT_UNMOUNT_FILESYSTEMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.MOUNT_FORMAT_FILESYSTEMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.DISABLE_KEYGUARD,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,normal,
android.permission.READ_SYNC_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,normal,
android.permission.WRITE_SYNC_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.READ_SYNC_STATS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,normal,
android.permission.WRITE_APN_SETTINGS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.SUBSCRIBED_FEEDS_READ,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,normal,
android.permission.SUBSCRIBED_FEEDS_WRITE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.CHANGE_NETWORK_STATE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.CHANGE_WIFI_STATE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.CHANGE_WIFI_MULTICAST_STATE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.BLUETOOTH_ADMIN,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.CLEAR_APP_CACHE,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.READ_LOGS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,dangerous,
android.permission.SET_DEBUG_APP,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.DEVELOPMENT_TOOLS,dangerous,
android.permission.SET_PROCESS_LIMIT,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.DEVELOPMENT_TOOLS,dangerous,
android.permission.SET_ALWAYS_FINISH,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.DEVELOPMENT_TOOLS,dangerous,
android.permission.SIGNAL_PERSISTENT_PROCESSES,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.DEVELOPMENT_TOOLS,dangerous,
android.permission.DIAGNOSTIC,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,signature,
android.permission.STATUS_BAR,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.FORCE_BACK,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.UPDATE_DEVICE_STATS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.INTERNAL_SYSTEM_WINDOW,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.MANAGE_APP_TOKENS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.INJECT_EVENTS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.SET_ACTIVITY_WATCHER,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.SHUTDOWN,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.STOP_APP_SWITCHES,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.READ_INPUT_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.BIND_INPUT_METHOD,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.BIND_WALLPAPER,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.SET_ORIENTATION,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.INSTALL_PACKAGES,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.CLEAR_APP_USER_DATA,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.DELETE_CACHE_FILES,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.DELETE_PACKAGES,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.CHANGE_COMPONENT_ENABLED_STATE,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.ACCESS_SURFACE_FLINGER,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.READ_FRAME_BUFFER,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.BRICK,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.REBOOT,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.DEVICE_POWER,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.FACTORY_TEST,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.BROADCAST_PACKAGE_REMOVED,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,signature,
android.permission.BROADCAST_SMS,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.MESSAGES,signature,
android.permission.BROADCAST_WAP_PUSH,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.MESSAGES,signature,
android.permission.MASTER_CLEAR,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.CALL_PRIVILEGED,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.PERFORM_CDMA_PROVISIONING,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.CONTROL_LOCATION_UPDATES,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.ACCESS_CHECKIN_PROPERTIES,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.PACKAGE_USAGE_STATS,frameworks/base/core/res/AndroidManifest.xml,core,,signature,
android.permission.BATTERY_STATS,frameworks/base/core/res/AndroidManifest.xml,core,,normal,
android.permission.BACKUP,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.BACKUP_DATA,frameworks/base/core/res/AndroidManifest.xml,core,,signatureOrSystem,
android.permission.BIND_APPWIDGET,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.PERSONAL_INFO,signatureOrSystem,
android.permission.CHANGE_BACKGROUND_DATA_SETTING,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,signature,
android.permission.GLOBAL_SEARCH,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,signatureOrSystem,
android.permission.GLOBAL_SEARCH_CONTROL,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,signature,
android.permission.SET_WALLPAPER_COMPONENT,frameworks/base/core/res/AndroidManifest.xml,core,android.permission-group.SYSTEM_TOOLS,signatureOrSystem,
